report_no,year,country_iso3,doi,sha256
2009/232,2009,FRA,10.5089/9781451813722.002,e8644715f72967a00e89ec141521d13bd773a6b6d727069de6a7394dd31eb963
2009/248,2009,AUS,10.5089/9781451802207.002,6dfc2435202a06855982bc178947db73c1c85bc3b618c1ae68452b2cc9313c63
2009/256,2009,GHA,10.5089/9781451815047.002,d539e0bb6b8eca7b226f316c5df1703b5a734ca7d797ecf3ba661b61b7b0c93e
2009/261,2009,THA,10.5089/9781451836929.002,d45db0b5117c2fcc63abe586d468b78e842145a756c14ed8a0e0446ff050ff78
2009/262,2009,KOR,10.5089/9781451822250.002,8aecb82b8d44a7db83803accdc8b47e1182fd4f05c5f5da12a94640cd3969a51
2009/284,2009,LAO,10.5089/9781451822649.002,f66afba1296bf70cea3a9edfa8f86ada7f862c83fe76e0d56c4be21feafe5a63
2009/291,2009,BRB,10.5089/9781451806120.002,77e1cc007491e0e52ebfb5233a17d3f6a8d5314c50ea9f75dcdba81c3cc2a9ff
2009/292,2009,TON,10.5089/9781451837513.002,39dced4366d2a1de0bf8b55bb49ba7bb9804d2403d9def8ea88ce45fa9adcefb
2009/303,2009,CRI,10.5089/9781451809701.002,40d3edeb38a8dec9a4892b7a094ca1d47cc741d2e864c163bd6786e2983f3e7d
2009/315,2009,NGA,10.5089/9781451829082.002,fd426dd44dff6e0feafc8dd1c3bc0a195e78dcefd308590081810e3c41c228cc
2009/322,2009,LTU,10.5089/9781451824223.002,f7921209e6910a8f6fa863223da93f427fbee970262227abb1e01f9b705ea12c
2009/329,2009,TUN,10.5089/9781451837957.002,300f2bfbb344e0e39f0da31dbd4bc82ed1f8dae8b91e24180eb92cbb5a91fb06
2009/333,2009,BLR,10.5089/9781451805321.002,ab27b5de047f900a8773cd4f43a60a1026d3285cfa6e1c027a972c6e0bf3aa3c
2009/334,2009,BTN,10.5089/9781451806281.002,b5dced9994cba6c63fd69c03c4885e3d331d8268454cc6259e6cd1c05d240d80
2010/007,2010,BFA,10.5089/9781451804010.002,331c79b131eabae83c8e86cd7226d19bc316dbedf5013d1dd0adc83d15b96dba
2010/021,2010,CAF,10.5089/9781451806779.002,adce956c82a0c9aa00caa1cb95817dbf5edd0695facdbb2f07b117b7f64fc28c
2010/027,2010,BOL,10.5089/9781451805864.002,57b0b1996ef78c63626693df59d5abd9153e8deaa7739bdb966cbe394696d261
2010/037,2010,MUS,10.5089/9781451827897.002,a0f93e3ee53c1a35d8eb0f44369e6ba6326de2f93f2174f52ff148490265d4ef
2010/044,2010,SUR,10.5089/9781451835342.002,2fe42be23e6c5531e0190d95db508fb441267f1064fc536910e304dec5941e68
2010/051,2010,MHL,10.5089/9781451825954.002,3a79554a6ff0249dcb512475dd0b10acdbda8be6ce1abc3017d55d2ac8a6f923
2010/060,2010,CZE,10.5089/9781451943238.002,da4f25ed5a51f5a1360cafbdefc8e80908548315600cea11472614c3dc5c7f82
2010/071,2010,MEX,10.5089/9781451981841.002,7e83539c3ed0b1ea8cfaa9a1e382e43fc73a27cb53208c02041956d732007fb4
2010/072,2010,IRQ,10.5089/9781451982053.002,2bbda92f4cc9a612d90a37af12efc84f9868cd68ac9b57af067b3a95a76b13c7
2010/085,2010,DEU,10.5089/9781455202614.002,a73067c0c9ea64aba80c430ce1da4d5dd96150b012249258bbad0e646818f42e
2010/087,2010,MWI,10.5089/9781455204496.002,74ce4863ada6b42c7425f720573016e4c450796948a66901a26310301f89591a
2010/088,2010,COD,10.5089/9781455203420.002,cb4670b1f4ab98e08a06650f7d1b1bb7aab6b297a81a23fd4c17ba5c30e37392
2010/093,2010,SRB,10.5089/9781455205622.002,51f892fde29b358c6911680bc045675e09a4d20b6c5bc66d55350ca376eca1c8
2010/094,2010,EGY,10.5089/9781455207497.002,d19a9e65410ba4d893d78444ee7ade867d8a7bcb8f6e48e8e44cd19f37b00b62
2010/112,2010,TON,10.5089/9781455206384.002,a60b0aa14a10e24853f826b7a0bacdb0b4d613de5c8ccb81b89cbb1d83423713
2010/113,2010,AZE,10.5089/9781455204205.002,fb6fd5ef701280ffb02e72e36dbcc9f38372e2cd381314fdf294b5e97c5117cc
2010/118,2010,POL,10.5089/9781455202546.002,c477d7bf4d8cc8a65562efad511725511051301b73204e7e966ba91f205d49b3
2010/136,2010,FJI,10.5089/9781455204922.002,5effef05085aacd337807b73a73888255dac5dec81ebed6feb2b4429e86fcd36
2010/140,2010,CHE,10.5089/9781455205899.002,998d453e33f5a376230ef59c0d56cf1f7065c96beaed35e7093a76fa4548c14b
2010/168,2010,MRT,10.5089/9781455202522.002,3958d3c917f07877f4ce826633962eeefc62bd0fa555830b18415cd2c84128fe
2010/169,2010,PRY,10.5089/9781455207527.002,a77cbc68402ed96938af341f8cb77b535ed21a18244fef3044128bce6310963f
2010/175,2010,ETH,10.5089/9781455204175.002,c7d5dd36c02c24bb2be9efc2290b14957e00b9e04ecf46b72bb967427a91fd9e
2010/205,2010,ALB,10.5089/9781455205608.002,673d2b0ad4aa179d7623663373f4d96939b0eb1221315eef11938fd6e6a060df
2010/211,2010,JPN,10.5089/9781455207879.002,e3c1d8567d18fc8b9358bf12d66ba0d955142f3883a2b9ae4ed1e5917ab2f936
2010/214,2010,WSM,10.5089/9781455202881.002,f1eca23dfd3d451eef713b420473b728731c1a20e5f153b8fdeca8f11d70dbab
2010/226,2010,SGP,10.5089/9781455207688.002,63a501a451859982de0a83d139d8676a8e35e97ada65ddf729cd539d3d874334
2010/241,2010,KAZ,10.5089/9781455207237.002,52c2e68f1416a400f58eb40a983b3397b2640dc051a3e2c3ef64857f413de1c7
2010/249,2010,USA,10.5089/9781455206766.002,64727618db2d23cb4538f8e08cabf8ea392dea971b73f6b6bd3d38a9189e1a7b
2010/256,2010,SDN,10.5089/9781455204168.002,b5c739592aa0eb0f78deefa627262e4786087cca9004bfd848f12e54494caf90
2010/259,2010,CMR,10.5089/9781455205776.002,5a335a9e39629f0e264daae9fd3a3eaa78747d7d2b4476abd9c99396100610a4
2010/265,2010,MYS,10.5089/9781455206889.002,578e7dc6f520ca4af52256c12834eb4b5102682f0e8d53bab76decef488c021f
2010/273,2010,FIN,10.5089/9781455207725.002,36befe60059d79d0e528e15810d5f1d8cbb1718dcbd9a262b3d41350a23f7268
2010/276,2010,AUT,10.5089/9781455205530.002,2aff313346937a3fe0be7dfca36b9a07dbea594fec2774024f0fea8a317109a2
2010/280,2010,BWA,10.5089/9781455206582.002,f48954cb2ffa71cb4c4d1a642794b7ebaf8ac6c46fa3aec097e34ae7bd0209be
2010/306,2010,LBN,10.5089/9781455208586.002,69ae79c5095e4e29409eaca810455511e0f85f22aa77895fcf28b8ee65f4f311
2010/307,2010,SLV,10.5089/9781455208678.002,3f59289aa0d45cfd7d2d528adf30916e57e675c325bdd788f0ea664a91dd54ca
2010/314,2010,PAN,10.5089/9781455208630.002,426eb2cdb9c52b7732d83c9f2c463e977ac231a72421dffb786d431e54a04d9f
2010/349,2010,CPV,10.5089/9781455212712.002,59b539f533c926e1413363ebb9d72e9ecbadcad5b32787d9ef2e357a8cf72011
2010/365,2010,DNK,10.5089/9781455212873.002,c296906622da27fd3b75c34f364e8e2c92ad5a16682d55aae5f3dbccfc80f9ee
2010/373,2010,LBR,10.5089/9781455212958.002,bf4fdf07cd7aa7bac4a3ed0549cc62e87f9b63e0b205eb3ac85974506f318943
2011/021,2011,ISR,10.5089/9781455213832.002,1551212a77d34f3d9fcd8890096a3f94a8504a14d56876801cdbce1c7afc178d
2011/029,2011,MLT,10.5089/9781455213870.002,abd8cc703043bbbe1a65ff2f17825ce671027ce7f7891f1dd7571aba38a52138
2011/034,2011,EST,10.5089/9781455216611.002,6a735973f0233f16686f1c2427cf348636ee1c1c6017fbb4066705465488e182
2011/043,2011,FSM,10.5089/9781455216635.002,1ee7d5c2bcc34cae6a91eafcb19cbe0393968988d705d24961d92425b17d3519
2011/046,2011,TUV,10.5089/9781455216703.002,925b3616667200bedcc6e564e5e95b7cef1e41336cf4595140c3389f95c65660
2011/057,2011,NGA,10.5089/9781455219988.002,5715858ac3dedd6a277baaa97ad6d4f305a3188252dbdcfef2384310e85d84d5
2011/064,2011,QAT,10.5089/9781455219957.002,e459381eaad0d23d4b5a7f58fd5ad875dca0ac59036f1a8a5e67fde863b556e8
2011/072,2011,COM,10.5089/9781455232123.002,cc3a8bcf512a5ed8d595e1e986ff8198c5427b5ba0aa66f63676334de2687503
2011/073,2011,TTO,10.5089/9781455228126.002,c1b044e7386947c17ff8d4ef9fb59cca9ac4bd283b50d1af0a9de41f097cffd5
2011/081,2011,BEL,10.5089/9781455233090.002,9e900d09bfc55530e9d9037727635cc6987049b253058825aeb23f15cf29ba4b
2011/115,2011,CHE,10.5089/9781455284603.002,38905fb2b3d47a8bc13283b1c62d2e778a6c3f84e2a3ca6ab2f168897ce07f78
2011/120,2011,VUT,10.5089/9781455273492.002,3da4ad11f0166ed2b891dfe3712f962e711db075f27f4fc7e7456cee1c4ae1d7
2011/124,2011,BOL,10.5089/9781455272525.002,a2aeb4d1b3ae3d537be066f45ab491cba2901adef9211d5924146b5e2497325a
2011/128,2011,GHA,10.5089/9781455281596.002,0fe7a824acefd90d4e9de09f7af6a12993a26a98ac572dbf52d14436fc4961b8
2011/149,2011,MOZ,10.5089/9781455281565.002,b3225d8b79d7be4a11cf375c7adc8c4186b356ea2a51edca03a05a63946c5486
2011/150,2011,KAZ,10.5089/9781455288625.002,46e0844ada89b4101e34ef645993e7214242eb0d08feb66dcc5186c0982cdeda
2011/152,2011,GUY,10.5089/9781455283583.002,d88abf81156b134e74490c529e9538bc6a0fa0b3a8c6a96af56a79167c62375b
2011/155,2011,KGZ,10.5089/9781455280575.002,8d888e74292d54b2f23842c3313f98d5dafe33ec08c731061f53e1e7a02507e1
2011/161,2011,CRI,10.5089/9781455291670.002,eef36590578697155d6c9f125870571085655488e067b980707f668694ca1ccb
2011/166,2011,POL,10.5089/9781455295708.002,df234430b5f1dbc99546f73801cba2f191c176051312951bf88e2c3be82d90a7
2011/179,2011,BGR,10.5089/9781462343584.002,34dde12fe05ca30d9f20bf5ccde9486d6d81f2b6231d7e282d73cb815b92d5b1
2011/181,2011,JPN,10.5089/9781462329465.002,7ae66b898bc91eed717e117560f256b203670310e9acc66948bc8852224964d9
2011/211,2011,FRA,10.5089/9781462338535.002,d96e86743d48b7e9578ef278331dae324e0b7e48daf13ef441b68a48e92276c3
2011/217,2011,KWT,10.5089/9781462327447.002,8077b2ddbffbfc0c94247bf69353cb7fe28214a9bdbd578ccc0fd05e5f166e03
2011/224,2011,COL,10.5089/9781462341559.002,c0e53cb1a00181face5b92301b266c0e0fe40fb12743f0622f047e4f8afa91c0
2011/240,2011,TGO,10.5089/9781462318353.002,2d7dc5f5b0d37e0af30dfb568c1fa90dc9b615207112b39c2856311ea5d0cc3b
2011/246,2011,KOR,10.5089/9781462328444.002,27cc1055b9247be856158e812c9b0227294cafa8b58336c40cd845ed40e7a79a
2011/256,2011,SUR,10.5089/9781462318360.002,14e052d9f02f1d6df3472b6b1be6306073245f226534197350a0bcf780891f83
2011/270,2011,KNA,10.5089/9781463902346.002,26107fd7c3a09eedd2373b42508359acb4c256194b868538a7f615bc8fa81d41
2011/275,2011,AUT,10.5089/9781463902841.002,29f55d59795e55319377b2e216d6c96c7ce50ffc9301fbfb14e8ab86198b01a7
2011/292,2011,SAU,10.5089/9781463904272.002,5d6faf7cb5012b2dd8047eb36845a2ebb5c3c7250a4bfdd9ba6dffd200b975f4
2011/293,2011,MDV,10.5089/9781463904333.002,88b7665873678af1d03087cf376b0207c1186cc694d0618929be472767606b31
2011/300,2011,AUS,10.5089/9781463921941.002,49c020566874b2ed4f5453157707850dc0a0bf176fd1c58bd053e7be92e4cf18
2011/302,2011,TCD,10.5089/9781463921972.002,8e9605778675d9f8d694b0e88e6d6a6fb27e73d353dcf1889e25db02593e2994
2011/313,2011,ALB,10.5089/9781463922665.002,c0cc25fe0e7a829ed85c541110b5467f9d7f65e724ac48fe452a03b6d559627c
2011/338,2011,BHS,10.5089/9781463927882.002,8bbaf993a304d404ad329a5beafeeff1a95d0e8cd909d21e24c1c017fbaf69e4
2011/340,2011,BLZ,10.5089/9781463929206.002,bbad96276997569d65cfcccf332f453f2ab69648d40160e35aaab4571b4f316e
2011/348,2011,HKG,10.5089/9781463927875.002,11fde7d235d7a7a5f508eec7a6d3a93d7281470a2c6aac6a4a8fd36685a9a4a2
2011/357,2011,NER,10.5089/9781463927912.002,78bf41b8ddc3d750efa1c89abed6109398399a20d6174f0540db5e2683bd86c8
2011/359,2011,SLB,10.5089/9781463929909.002,2ba504e7a0e77336fad265f6044487c4141ced037ae45cd67c34520cb1d3c665
2012/014,2012,KEN,10.5089/9781463933845.002,5bf86e527d3b3a10c0ba358c0b1b5d8d75012ab03fc21ae6f8e575d31af03c33
2012/016,2012,TUR,10.5089/9781463934484.002,c180f8e1b5a0b4f9bab63d6febccd3ebda48cdf3c8787b8d8add0b1219f06058
2012/017,2012,GMB,10.5089/9781463935108.002,defa3090ad48dce51286485da85d60d80e9d0a40997354ce2fd5fd091933ead6
2012/018,2012,QAT,10.5089/9781463934491.002,24152a0d083a7420bd74b51220476e1f15b3454a38b38d75cbf51d056e1838dc
2012/037,2012,SWZ,10.5089/9781463940386.002,2ea3a6957a5d73fc96f695c4ed49af716eec16c74d85bcfa537741eff7353cbf
2012/041,2012,NAM,10.5089/9781463939755.002,2c8c3837e3537376cc7067122c4c6aa59ef4ba3046b7838e1269cfcce4f426fc
2012/049,2012,PHL,10.5089/9781463939731.002,e54e0443ccb1d75d7fe0aa37e73dfb5352f2be57acfecbef40030815ef6afaa2
2012/055,2012,BEL,10.5089/9781475502381.002,64397dd3b6c8bb0ddae1c776e3ca6d8e4137002e5929d8e3f310614f066e4212
2012/101,2012,LSO,10.5089/9781475503234.002,39f7b75d03894bc249e730a4d0570dcce3666dc75ca99c09b135d47869648815
2012/106,2012,CHE,10.5089/9781475503395.002,d1ab82cd4909f120da1db2ef2e48fccc80345bfd89fff338f64b892dbe9195c0
2012/108,2012,SMR,10.5089/9781475503418.002,4c30ba6a2e760172f1f2c0c9058ba6d02a65e1be8ca822262f686ef0d7d0cacd
2012/113,2012,BLR,10.5089/9781475503807.002,dfd49c357a7b45853be9b48225bd0ef4b7fce01247bb48b720831ecc0936c848
2012/115,2012,CZE,10.5089/9781475503739.002,e799bbcd2a43b3744f54d878914a6521949af8fd6ec0b3c17290bc991c61c5d7
2012/116,2012,ARE,10.5089/9781475503692.002,bc63ea2521381184fd4c0c26fd7dc00df3f219a410d8f160f83442d598bd04f9
2012/122,2012,MNE,10.5089/9781475503876.002,04e0175b96d9e29f96744d4e4d4d91c405723c2aedaa792a34e3a36f7dca7012
2012/124,2012,THA,10.5089/9781475503968.002,5d70bae0bc0c4119e91045c5338ee9a7bf003c095f27cb9d0848161ce343e62e
2012/132,2012,NZL,10.5089/9781475504125.002,d2e4481c3fe219ba8cd47cf86ce07ff25b3b1aa590782e0363f6b77f171c55b1
2012/133,2012,MKD,10.5089/9781475504149.002,6c0c49cee3cf669bf6168d617e31323e1e3c0577ec0e2910ce84481c0cd5c13a
2012/149,2012,BOL,10.5089/9781475504538.002,2c5855fb236a5810e76cc3874e43dfeb4548574d6e1eda3f2c8ac42b7ffaa57a
2012/150,2012,KWT,10.5089/9781475504583.002,274b0cc25e837e6c1ab047f4b12d52dc212aca9b8b503a01ed6bd8058977282e
2012/164,2012,KAZ,10.5089/9781475504859.002,b83a111dabb032dd126276e203a2ccc7998fc257a3a3f2f636c1c6484a4ac65e
2012/165,2012,VNM,10.5089/9781475506051.002,7120a3f938d9269014494c1393618f34b31ad338186f0f3fcfca489d316ccee9
2012/166,2012,TON,10.5089/9781475506099.002,4af8b14ef2a788c0fd3d4f4a07013aa1b203b0731f3265cc1949ac3e520d0b05
2012/178,2012,SVK,10.5089/9781475504972.002,313cd63485f516c790a3292f632d660cfd990f795a823d5f8b2ca6baf4274352
2012/191,2012,BRA,10.5089/9781475506709.002,2989dc0f8d98863adbaf084771d8601216ed76b5d75b2d56fbe448bef229b14f
2012/194,2012,NGA,10.5089/9781475506679.002,570fb298457c3b98f2391bb24e76ec9ad3ac40ab567cedba8d11fea32cec5a56
2012/195,2012,CHN,10.5089/9781475505467.002,ea77f35f3b14372bfcd266b450b8c6d119e77305c5c3b478ef0019a5d95f8fbf
2012/200,2012,ZMB,10.5089/9781475505900.002,ea48c4bd446d5a96cdaecdc41894e144a868b435aea5e9fe0af2e16a6108f23a
2012/208,2012,JPN,10.5089/9781475506334.002,e2369b8842a85e1253e93c1b35f51fcc931a2d7cc686381425c63a027ae92e5d
2012/215,2012,AGO,10.5089/9781475506662.002,33dd8dff5b17f49dc75ddb95b01c9f672dc57910859ef3541e94c02728ae9e76
2012/217,2012,RUS,10.5089/9781475505030.002,346b931edda2c7f952643ed7bcd74c9b4d4fb8cec22b7df09a804bb8ee831c2c
2012/221,2012,MWI,10.5089/9781475506112.002,0dba2fefaba9d4053458b0d41cc43bd28f61b6fdae273a7b950d3ecd87740e1b
2012/251,2012,AUT,10.5089/9781475506778.002,9b84dec6a088eafae3095d143742c08b8507f6e5b8d2c8cb4e55bba8571729f7
2012/253,2012,FIN,10.5089/9781475506006.002,05e50952299d26aecc586ae9c13dee92b177fe744859545b42f83ba13614e55f
2012/282,2012,BIH,10.5089/9781475511840.002,583a91e8f4fbb3bbdccd553960acb640bb9d690570770cfb4ad9b88ab96cd887
2012/283,2012,COG,10.5089/9781475512830.002,eea0a4b65cfd0a0375261f5b7674f6e7cc278bfc421ad6de605ed9edccc6b2db
2012/286,2012,LAO,10.5089/9781475513196.002,edf5d6374822f7f5b230bb2ff2abe79611184263bcb9bf1518ef1bf9258fa21b
2012/302,2012,HRV,10.5089/9781475588095.002,696e226711ef4ebaf110163021016194bb4671cfa1b16f2dcfcd4004e8068050
2012/315,2012,UKR,10.5089/9781475591347.002,e7310b8ed2b80a2495d1bc00fb79cf8c39d708dba0db617b11ed8adbf15303a6
2012/342,2012,FRA,10.5089/9781475542004.002,9329b61d66687145b11a27d76244537f3cd08e5841f0b193844f4cf1abcd34d5
2013/007,2013,ALB,10.5089/9781475532418.002,b2949a4e2c1ceaf2637435c3167a85b15b3056beab91c4d48f59267d8e41a069
2013/009,2013,BEN,10.5089/9781475592917.002,242de79ac16105a5c934c416cad16992171dad6dd5cc4a61b519bd6307e7df0c
2013/011,2013,HKG,10.5089/9781475584738.002,ba816e2b4ab4d2ca3c2da41027f5a0071de85a9983a35200936df817b5bb8ec2
2013/022,2013,DNK,10.5089/9781475529036.002,a6aae729dcadb2e1e7f77bade8dd5754833591d66b313c66471628e26147b7f2
2013/031,2013,DMA,10.5089/9781616356385.002,b95513207a53c7f68c1c4055a63ef6db02b5a99002810f07910b50b9a3a94e02
2013/035,2013,COL,10.5089/9781475573916.002,03fc5ddbf57ad5fb3349047736c4c0e4becfb2cfc7b0c58ad19590f4aca40d12
2013/051,2013,MYS,10.5089/9781475546590.002,d4d52c984d056c0d4bc0d8dfbf8f1d756bf2f08527a47db7880c61605bfbffb0
2013/055,2013,GAB,10.5089/9781475549935.002,a7527db328242e3ffd1b539e411dc316875998dd1a4242cb3a5ba5e07718a0ea
2013/076,2013,ATG,10.5089/9781484351284.002,c9f8baea329fa993dd10b527ed0d89978de7759db8d93ef27075acce55518889
2013/085,2013,HUN,10.5089/9781484398388.002,447aa440c11d77eeedba8c1d5439773674518e09c21ab69a49a25189d661327e
2013/090,2013,HTI,10.5089/9781484312766.002,124bc1e85e2e0f97f6ceca36fab454f63dc9d9b3dd474ad4a6479f8e9616409b
2013/094,2013,COD,10.5089/9781484331064.002,c2cd81cd635283549f66958a1eadd88985a8e7739fa772f9f3361c683c675c71
2013/097,2013,MUS,10.5089/9781484327432.002,841a9202c727b2f1eb2fe69268464a3a3d6dd65e8f23ecc1a60af655bafe6548
2013/115,2013,NLD,10.5089/9781484343814.002,b759997a42d566a40a747795b80e660a65883b1f9bb32528efd83c6317259af5
2013/116,2013,NGA,10.5089/9781484311271.002,2cdb4d01747fb059a8d273f35e4ff1bf8bc4ce672e63573ff344254f119d2939
2013/120,2013,LKA,10.5089/9781484320433.002,0d942f9ba19a44c740b6c06011f1e70b806748b9b95439f2f9a2f4221232bf6b
2013/150,2013,LBY,10.5089/9781484399026.002,8aeda395e3e8716f1644ca570d890a459456ad7eea7304156c65f4f0eedb6e4a
2013/197,2013,GNB,10.5089/9781475563672.002,e3586660cb510f66479d8bd790ac39373578f52c21c25a0edfae6281a2ca32fe
2013/202,2013,SYC,10.5089/9781484384404.002,38e464c71cc81acbddc373d61d330ec2f053e9df27066bad33e4a0a6e0693030
2013/219,2013,POL,10.5089/9781484345078.002,38da7a95e8cba4244d0390ba2c247d2863fb2010a57730969f03d35f19485fcd
2013/246,2013,YEM,10.5089/9781475554045.002,9592d3ede9fa6507259ed48bc4d450326aeda13c6b3f93dc8b3f3835b40b92aa
2013/253,2013,JPN,10.5089/9781484389416.002,700402b4bb187eb6c30da8b343f6bb2e1a8dd992d7237af4c07d908cc50dc59b
2013/258,2013,NLD,10.5089/9781484307540.002,3f822b970609314633f6a805391da2084f190151141bda4086076081463df101
2013/264,2013,GEO,10.5089/9781484343258.002,1ea4430696d26cbcff4b51e8f1b55843027be6cb65d288392eeb8a0f249f1ad4
2013/278,2013,UZB,10.5089/9781484321614.002,19e132b38215a4d2001b7521431ef70746cd11efdf1d7141ca3370ab2849ddc5
2013/279,2013,CMR,10.5089/9781475554885.002,1fc1c9bfb99efd8356ac37848152696a6237160e481f32f05031feb29e07e079
2013/280,2013,AUT,10.5089/9781475575088.002,52a8c309ec452c654ddfb3e51401012d46baea5fdd9461baa00df67377220c98
2013/287,2013,PAK,10.5089/9781484379615.002,220600edd3585224ab81a55520e3cf20b46a4c9b6cbfc9df3982d4a8981a50d3
2013/290,2013,KAZ,10.5089/9781484379493.002,e1a44670dcc4237ff760f4fee5424ef0c3fc789f1698820ecab8e95a6c6df807
2013/296,2013,BWA,10.5089/9781484343111.002,cf1d1c95e9ec5ef40dd2e85d6bcd221fce8108521bb1bd4a9eb3ba119cfee536
2013/303,2013,ZAF,10.5089/9781616355241.002,3891a9fdadd84a189e547728a117097cf687b9e0a9b41778fdf2fbb0d042c607
2013/317,2013,SDN,10.5089/9781484355046.002,54213fdb6928439c9bb21fbbecc4e00c2399b46fae8c90cb7f9c014d94347889
2013/323,2013,THA,10.5089/1234567891011.002,198b267e638b9c7b2fae3c338ea49a62f5465d585c19707680ea489d56264878
2013/328,2013,SGP,10.5089/9781475521054.002,fc3e5674f456965b5776d9a84cd5da2bc804c6a6ea15a48f1b2ee47df2612245
2013/330,2013,SLE,10.5089/9781475513998.002,88b03539194a0a0eba57adba4c04dceaf6ff8d30fda89881cc075d3a130d1474
2013/338,2013,TLS,10.5089/9781475518672.002,8d1f40850fb6588f9ce501ba44b2fe15b151ea0a3651144870c6b660cefe7aa9
2013/339,2013,PNG,10.5089/9781475556216.002,a5a71b818bb739473041c1c5cebf81113481bfa405318a3c8805fe78a160b2b4
2013/357,2013,BGD,10.5089/9781475575439.002,56c70d28e1393cd844fbfd6dc26deeb94f73837a414decf310ddacaca6de18cb
2013/370,2013,FJI,10.5089/9781475549348.002,d80f290794cf63f97a204bbebb4d61205df81235742ba38426ba562523dc4796
2013/377,2013,NIC,10.5089/9781484335437.002,b0448dbf84ad1ddf146059c15391a572be4140a65256090fdb8d1d562f7c84a3
2014/002,2014,STP,10.5089/9781475516548.002,1d3ac14027348aa5533351567b187f66779918a4bf8d19d84551d04ac68b1c0a
2014/011,2014,SVN,10.5089/9781484370568.002,95056cf83b1052ac1617eabe36d708fc6a81771c484ce2aa800b9515a7c35a4f
2014/021,2014,PER,10.5089/9781484394564.002,0d359655960ba5759183814a10cc39704c1e2b98909957bfcbbb9b6c2605b808
2014/026,2014,MHL,10.5089/9781616355265.002,90e4384968e83460275d3ca1843c6d75ba7e29a636ccec7a7426a985a6cdeb46
2014/027,2014,CAN,10.5089/9781616355906.002,f025d16ec870e299a3022cd4f0fe5a34e8ad9ad5eea673397261f3a82f700035
2014/036,2014,BOL,10.5089/9781475550528.002,5c5b9c74ad874504fb1d257a5dae2613607647ba1a797685557728027bc28085
2014/038,2014,TGO,10.5089/9781475574975.002,7f5cbd5e990966a2dacf15f8bc1c0add5d833c858c046e7612f6406b630de346
2014/051,2014,AUS,10.5089/9781475555097.002,8003591c876e9190fb7efbd5f22864196d4eb589208c03033221f12ff9dce4d5
2014/065,2014,MAR,10.5089/9781484327999.002,5a7ef76f5ce99d4a931e3409687f824584cc48a27d3e3e5ee2790e11045da559
2014/075,2014,BHS,10.5089/9781475514797.002,7bf0a068f9f33a0c11cf324f025db9c8195a5ca50effb574c5fcc1490bea55b8
2014/076,2014,BEL,10.5089/9781475541106.002,99444923c2aadeeb946119e946a7dd43dc531cfed993164360d77464a21b9e2e
2014/110,2014,PLW,10.5089/9781484370230.002,bf6db5d570248cf8488016448db4a9d1aa0b6f8452be7584f74c082235eb9158
2014/115,2014,LVA,10.5089/9781484376294.002,1fe1cee5e60c79f03651b608f80929a646a3359b2f2e5a6febe65c046cde3783
2014/128,2014,AFG,10.5089/9781616352608.002,2edad3c0c50cad790331b95a9ac46bcbdea4cf1b88bc374cdf3f46b5efab4e26
2014/129,2014,GHA,10.5089/9781616355609.002,cdd5ac9eda1bec5ef85c01c2f6824ae1accd7365f274da75a972685bb5aca0cc
2014/132,2014,HKG,10.5089/9781498343794.002,34923b7dd790672a03a70b9f5e323451454a338c0f157c9076132c1c369f90bf
2014/158,2014,NZL,10.5089/9781498392143.002,11c6f936ff7c871c474417bec8ef73275ec629a8985f0b1cc4c4c32f0b93a034
2014/173,2014,POL,10.5089/9781498389938.002,fa1bc01cb304afa060fef7a92ebc485e45bd3e3267193c09a46c632789bff5c2
2014/178,2014,BTN,10.5089/9781498357708.002,957efabbcc9cf84a9bb3d8febf246d5461086b0cbe56a04502f1205f2652721f
2014/190,2014,MDA,10.5089/9781498303736.002,97a25997fb1989635dd7ffa210d08b0b865b420c923979f88803ea67008d1852
2014/192,2014,ESP,10.5089/9781498348157.002,381d5daaef797ffeebdcb707104f7fff78613189becdddbd95a40021fa00dc0e
2014/201,2014,LSO,10.5089/9781498300438.002,4b1ccc6cabdac862b6a6d900580dca6e0883d3a317fe3a39dc0e58758fe5e24a
2014/212,2014,CMR,10.5089/9781498342636.002,b6d89abaae20d955f675c94e898457336a662985e60c0641ef314b5c95045375
2014/218,2014,CHL,10.5089/9781498380331.002,33343e2d5a3f8aabb537371669567e778ca51eeb3ff853c629abb12cd50ef642
2014/221,2014,USA,10.5089/9781498320528.002,bc33cff6c281b99bfb8aa9cfafc4ff6f11e20cee04d60ecebc0c8b6fb8f8d78b
2014/233,2014,GBR,10.5089/9781498308168.002,5f9ebf412f1c9ec1465f74426a1546551a12dc4af8210c73b66919b9db2c464d
2014/237,2014,LBN,10.5089/9781484368282.002,65220932c827cf5e947057311b6b575d2e650bb427c35eeadd6a8cd1f680eaa5
2014/251,2014,VCT,10.5089/9781498308434.002,c9ba4809a548e5233850a1d742e9a48be8063342c4ff2966cacb28b83ee64087
2014/253,2014,TUV,10.5089/9781498354257.002,32ff00817bcbd817aed16bf0b98a75c7bef0183686e06d4cb61b2acc82f1b741
2014/254,2014,SVK,10.5089/9781498301459.002,2b102bb2ca70288b68c9149395d84c8ffc11b911ae56c36e1901ca1367c9fee5
2014/274,2014,AGO,10.5089/9781484327395.002,c5875adaddfb2dbccb8237ec4c8d1e7c4103c351328011cafbad156eac8b9353
2014/285,2014,LKA,10.5089/9781484327692.002,08c8f38ea6b2688c79baddf09ffc370cbd2186f23933221472ee2be559589996
