report_no,year,country_iso3,doi,sha256
2019/364,2019,BLZ,10.5089/9781513522135.002,1965875d881fc207d04994512f313d03b4f709ba3c59515137df26a56b43f98c
2019/391,2019,SUR,10.5089/9781513524498.002,9bb33d734f23b7b002b43c58521e3ecc9f21a012e68c17e5d492be42f8f4f455
2020/003,2020,PER,10.5089/9781513526119.002,5a3c98bb26d61a0b70c2e0690e6981fcc0ccd477c08040fe6228024c843b10af
2020/012,2020,EST,10.5089/9781513526881.002,bc6c50582a9970e3da3943b66ee60b537f0c3a8762b95fc0fdb1401400c2bf52
2020/024,2020,MKD,10.5089/9781513527925.002,25fd402c965a888b0c40910106952d380495db1fddc23d8c7a6910a8b6a0d909
2020/026,2020,COG,10.5089/9781513527970.002,b666c17b33a3f13754fcb723f5fa28d49d8d41ee950107a053d4586197b3682e
2020/029,2020,ETH,10.5089/9781513528137.002,11cd4194e4674344d4c11feeb99e223abb5e8f22d5f0a2b54ec6a1961b6af2ce
2020/031,2020,NRU,10.5089/9781513528434.002,e8d37737d4a8aa9b4c850c4cf2b1bbafde29a1c3ee869e88a93ac172bea0daa1
2020/032,2020,KAZ,10.5089/9781513528465.002,a3c72ad3a2d46c869bab6340e44fa1069017fd7fbff1befea5bb5b058b4debdd
2020/033,2020,ZAF,10.5089/9781513528502.002,26c031f805cb255a633c2c762738639554db7bcf654a7d8c301ac0ea6758bc61
2020/036,2020,PHL,10.5089/9781513529127.002,536bb1e978caa46427c9e09694abbed89fb40e0da9deda9a3fcd886abb3a15d9
2020/039,2020,JPN,10.5089/9781513529394.002,f043e70052a0f213474ebe7868daf605d818529e3e51f6630139dc0847d4ba0c
2020/041,2020,SWZ,10.5089/9781513529769.002,029e2476e6fe58a008320c21fd1207c344deceabc02feaa075836ed4da6f4c2c
2020/049,2020,SLB,10.5089/9781513530567.002,020308616ad622f4854e502a6b5e4da7963e981d1bbf83cf5c469669ebb932b2
2020/050,2020,HRV,10.5089/9781513530604.002,745a4988b1583d0937a6af35086137829586be4861da74ae6b53590ab0c90bd0
2020/051,2020,URY,10.5089/9781513530833.002,95ff7dd449f8fd735440a7eed7b713f0cbd56ab50aed836e617ea18365327548
2020/054,2020,LCA,10.5089/9781513530963.002,015ed3eecd5a70cb3a5206d1e8512e32cb7b0e4d98b33ec550e437225ed0cb18
2020/057,2020,MYS,10.5089/9781513531946.002,668014c679b997cf99205ee692694501e1106a9e7a7ad37ef7a372e4236948fe
2020/059,2020,NIC,10.5089/9781513532622.002,0c2dcf65722c67758172b0779b2bec54699238d90f54c5a29c88035c2bd032f3
2020/060,2020,MDG,10.5089/9781513534176.002,fc4685a0ecce4c92167e5cdaad1068ecb19d9549c568827409791044ff53ae44
2020/068,2020,AUS,10.5089/9781513536088.002,ad9a7181332f77036894835478e93077f9af6e00dc468d5ee9183e01f8ee90a2
2020/072,2020,SDN,10.5089/9781513536712.002,63b0114eb216b6ab1ad31779ae77c3edb4b10e0d5ba6cd39c6e4c727aa07c57a
2020/076,2020,MDA,10.5089/9781513537283.002,8ee545c8333f2019bc415ec9c9c797ab645c2a37daefb647953d6979f947e83f
2020/078,2020,BWA,10.5089/9781513537375.002,70572d1660023291ba9027819e8bad40df8146bf49c68471509fdeebcd7c3782
2020/079,2020,ITA,10.5089/9781513537436.002,9cd27de583342109edb999f524ce6a989fb790201e2636016fea1b2e06cb995e
2020/080,2020,FJI,10.5089/9781513537597.002,de4b8229e55c5cabc988cb3505cb1a4e21a3a95a980edb2a5755b31fd6c58b1d
2020/082,2020,ZWE,10.5089/9781513537726.002,bf555c14e0f4f1afea14f6a639dff1f571bb79181f69b0d40ced797e4c4da540
2020/088,2020,MMR,10.5089/9781513538419.002,f3eef94ab8aa30555bad1ab9e0e8f2a007865af410a523797ec3a49a0c15b393
2020/089,2020,KWT,10.5089/9781513538563.002,72a7095e8e4b7db633ee947c99bbc2ea0368cd038578c30c550a82b6cc2f78d6
2020/091,2020,BEL,10.5089/9781513538839.002,203ed9da03c4f569875c7774f2c9e14d8c39aac6f96ccf9f29fa0bddfcafc313
2020/093,2020,SMR,10.5089/9781513538761.002,9538df04251747f9f90ce2b605813335dce2576150b048b6eac071ee088912a5
2020/095,2020,PNG,10.5089/9781513539706.002,5784c4dd7d50eaf8cc9b519d128d1b7a4ccc35beeda84c5cc2e4e564972565aa
2020/098,2020,MLT,10.5089/9781513540078.002,2cf6fb618843c771a99bfe079d2cb90674e5d809b2a6f99637ace77d2a27b855
2020/101,2020,JOR,10.5089/9781513540306.002,66587f1066f59aafcf2ecdcb7bc349c74662d455c6ce1c00115fe089682c67d8
2020/104,2020,COL,10.5089/9781513536965.002,988ba679a606d14ccb1e132f5a01932089471c2686fa8af6ecc47782a95c6ae6
2020/116,2020,SLE,10.5089/9781513541273.002,41471f1221a0ecdf06d104031f36c6c1997822893a9300feb343fe4bbd826aa1
2020/121,2020,HTI,10.5089/9781513541464.002,36f6c90388dcba1b439dbfe690b11123b195d338e4adc39f2917dae62c1fc7e3
2020/124,2020,PAN,10.5089/9781513541594.002,aed541e78d4785437350194513432a55948513046240b939edf8a0dafafb6c4c
2020/198,2020,COM,10.5089/9781513547138.002,2e75654a45222b3de520f2ca4eff893aaeb0761ec706b31f62260527ad7d796c
2020/241,2020,USA,10.5089/9781513552835.002,fb2fadcbab662e1cdd0b492879f6ab8c5afed95bc1f5e177e952ff7c06389036
2020/298,2020,ESP,,5b196073749c7deb4641103033dbb376a4b9442d1fcd91b187995e319e518530
2020/311,2020,BRA,10.5089/9781513562674.002,54f5b6ccc5bc5b6e8af4f4385f794ad7f57f0e7dd3cb8265a88d34defad255bd
2021/015,2021,FRA,10.5089/9781513566894.002,dba0f90cd62e5ce7eca6a645d6a18874899446534b205d9c261847528f8bbc3d
2021/020,2021,ISR,10.5089/9781513567099.002,f1353aea1ebca41c5e95b89dd32420380436a07a4862bf510c34475f1988c21e
2021/035,2021,POL,10.5089/9781513568577.002,b8dee890b4dfb4c930eac2adf450b2a40d16dfe9b6b19b259dfd2ca865dd52c8
2021/038,2021,IRQ,10.5089/9781513568904.002,3f7861c4022ffa4ba57102f3691b1afab0abcc5dc49b7511ff0ab80ee1cdf7d7
2021/042,2021,VNM,10.5089/9781513570488.002,46f15a6747c7627ee1028b35cf0e99c2de37e626e8e19faf48cd974734ecbe18
2021/044,2021,TUN,10.5089/9781513570600.002,f6f6792d2a60e7f65f92a9ca509ee7a8cc73a13c4074c97caf06e6594ad7c16e
2021/045,2021,PRY,10.5089/9781513570785.002,1d042a8bc82e20b4ff082db493d2cd36a70a9fcdd76a65a513433e90bf033dd1
2021/046,2021,IDN,10.5089/9781513570853.002,564f2077d2869aaab3dda0cda2286e9e782351f3d4c91600abe6b910e2b0be5a
2021/048,2021,CRI,10.5089/9781513570921.002,f5414d729074a203556f886bda1c0c647ccaf72e5ab92ebb7d2491f0073f7d5a
2021/061,2021,SWE,10.5089/9781513574684.002,3d9ea8684064ef8119c7d1ef418f2586305855ab0eb2f8e313213ac3bddcd4b2
2021/085,2021,UZB,10.5089/9781513572918.002,e236209824c7669c53149f5f693d80fd5aaf6344395ccd81b22c9b7a6183db35
2021/088,2021,NZL,10.5089/9781513572949.002,e3823a3dbcaea77888d4fb426ae4ce714feb47e71f04a4cdaad64928c9677b39
2021/103,2021,BLZ,10.5089/9781513573113.002,bf20916befec27df403ee196efce6e16f7039340d955acdd1a052ac93c212237
2021/104,2021,NOR,10.5089/9781513573120.002,8a79ba09b1ab30fee89d3364103377a6e231d7e510e906a6b6b9f03d02115705
2021/106,2021,ISL,10.5089/9781513573144.002,6cd85b05f4c141d91c9f07966de13da15f193b6d4ddad2a4bbb25d9c6d22cdb6
2021/107,2021,AND,10.5089/9781513573151.002,505f13f0a77bf6e9cdf611d4055a449734bdfe36b42c0b25f362fc571e7089cd
2021/111,2021,GTM,10.5089/9781513573205.002,0e72e3dd0d0e290dc01a1ff8e5c49733408661fe6ef2f403a891f431120648cf
2021/125,2021,CYP,10.5089/9781513587646.002,4b64616ae1bd0aa9b658560214e35c3861d19db14abd5e8617c2dc58388de33a
2021/133,2021,SVK,10.5089/9781513587295.002,5ba5fce0ec2c18104dc0bfc2b47aa7998d6fdec24a9bcc068657bc6fb0614bfa
2021/146,2021,GIN,10.5089/9781513587790.002,2241ab02a95762ae09b53b8ceb94799a21088be3c81344384a382d077a23adce
2021/149,2021,SAU,10.5089/9781513587424.002,3d8b487b5c6317952367eba5dc1a6bcede8f0f60215f7dd19d8c5f546ef6d307
2021/152,2021,TLS,10.5089/9781513593258.002,33a4f5007188339572e7f9e46c2043ef74d53f481a98a2295d6f3891aed78dce
2021/153,2021,DEU,10.5089/9781513594439.002,4371b2036955f78d6d8a78eb7d64d3328c0322225811e0a281e8511898200299
2021/156,2021,SGP,10.5089/9781513586038.002,f0db7689ae3297e4d3fa71dd280fc3c70805723de2bfb5e334d3be9425f7857c
2021/162,2021,USA,10.5089/9781513591810.002,b500020368f57ef3229e4eecc37a79e52c2c337fb0a30cafdd174389edad3460
2021/163,2021,EGY,10.5089/9781513592046.002,29a63579789723816f1e4e4a5421bb71bf2a4dff961a54118291cd79d946aa0c
2021/169,2021,DOM,10.5089/9781513589411.002,4514255cf22384a298ad3726a6b281cfef7d01febca4b17128d1b902a0b41dbe
2021/177,2021,PHL,10.5089/9781513586519.002,e28eb38746fb29d9bf14eab4c2bee64405f2ad0a5a2fa81e7459b3fb9abca038
2021/192,2021,LTU,10.5089/9781513593197.002,2110f8f0debe67e87f94d684936bb3913545b159f5d2a789e7ee1059f89596f1
2021/194,2021,LVA,10.5089/9781513594293.002,930ca341f0129f4333dff1de9e68076115e5e3f24ae7609cff325a9230f54bf9
2021/195,2021,TJK,10.5089/9781513595566.002,0abe1a569d82130727af25c41433e5e3aae6e0e7ab7152e9dc828b796d9bd928
2021/196,2021,TJK,10.5089/9781513595610.002,e5fc5abfd7dc65f5bf31d0987e8f90834ec9e69a8ded945492f7eeaab10a5f59
2021/198,2021,TJK,10.5089/9781513595757.002,1f0bc4ad14cb1dde4738c9de6c10df859193259b0a1f97b36ddbc19b2f40fbd2
2021/200,2021,TJK,10.5089/9781513595931.002,9fb26ee1a8f4c7c208efd2d8fc1ba5a989afec6843d1fa91823987f563b7416a
2021/215,2021,GEO,10.5089/9781513597751.002,f056897683955def700bbd0b6574817ba507b7946bcabcbcfced22c489508b01
2021/217,2021,BRA,10.5089/9781513594910.002,a2ea5c6931f398bae660623f32a40493830d66fc7073b1bf55308f971f61b7e1
2021/225,2021,COG,10.5089/9781513595511.002,f5a39187ee3355460b7f3ec5e19da5ab9f0cf52be2b2805afd97d6b225fbeb4c
2021/240,2021,MEX,10.5089/9781557753144.002,9c03fc21fc5d479dc8ed5bf769bf5850d8e515bf8e85376e1c98754ebf8eb948
2021/260,2021,KHM,10.5089/9781616355944.002,36caf0e9a3b3786cf673b25322f14ed58fc1470ffa81cd0c0932ad32cb780b0e
2021/269,2021,MWI,10.5089/9781616354886.002,4d85b1a323e6fc6e455f52c82a46c73f25d9f60b21f0b9f0147cb52158185353
2022/007,2022,RWA,10.5089/9781616359287.002,7a864fcbf9be4d1c9e1f9719d4eb50c8c524756a2f5be07dd51f49c8f4d427e6
2022/011,2022,AGO,10.5089/9781616359539.002,a6b8187cf366790440f7c2456349615606b47c4949bcef9c3e25f8db593860d1
2022/014,2022,SLB,10.5089/9798400200106.002,6181f0ed64b4f5731fe25ae594cd2a511aed34603d42433f40c4ffb61d43111d
2022/016,2022,URY,10.5089/9798400200236.002,52084c9851a0c3ab385b441704ee0b939c2d221c58403fc51a04524b1ccc569e
2022/023,2022,CZE,10.5089/9798400200182.002,f96ec3e6e257be9e0f0bce08718cec266da9f1b30c13d84e5d6743bf461fdd38
2022/027,2022,PAK,10.5089/9798400200212.002,8d69f6d5148f396e385acdef79b320d26729ed569a586f1b10827a9eb5088122
2022/037,2022,ZAF,10.5089/9798400200250.002,761217dd8b262a382884f2dc71ffcd978019d98c209ae50ec64830890192a084
2022/045,2022,ESP,10.5089/9798400201370.002,50b27824fa8471408fab31ecd3922a220a4af6a3ca1cb025c9874b4cb38c526a
2022/050,2022,ARE,10.5089/9798400202834.002,aead2c6c37bce4d8c72659c13bd379205240c2e83964b70799e40e71904ed119
2022/056,2022,GBR,10.5089/9798400203213.002,6edb782942feb5470eaa1292106a93063acc97adfe321d949d503630e381add3
2022/058,2022,POL,10.5089/9798400203688.002,ebdfff536e11117945ddf1c59719e8e3f53144f45c7dc9843b2f613fe829e3f1
2022/071,2022,BGD,10.5089/9798400201943.002,9be821d87b4b7999c5531fb4055fbfd0c40bbeeb007b46ab0d0fd10baa1d19c8
2022/084,2022,IDN,10.5089/9798400203886.002,c48764d01704d743413e0f548242a1828891a7bd752f8872d13c30d68c038a40
2022/089,2022,KWT,10.5089/9798400205736.002,d06564b55e995cd7c2bf7048f5b014a5798d80a8882978d1ff66c546b7d08710
2022/097,2022,COL,10.5089/9798400206115.002,fc6691ecf04e56293204abca1d7cde128cde1c918b309bb68c119bc073a6399d
2022/112,2022,ZWE,10.5089/9798400209086.002,ab1074a3e42dda20fa010eead02f5e3479203dddf66e336dae0f8300241fa184
2022/113,2022,KAZ,10.5089/9798400205040.002,b8be40801bcb2087ebd6a83d6bc241bb526501bddab4f84c4f7efc286086e96c
2022/134,2022,GRD,10.5089/9798400209857.002,e1d605fafa3ea727b8c53464b7d5d7a01ec054fd0205af4a3156e04739c61310
2022/138,2022,NZL,10.5089/9798400207242.002,c201559b1e147979701db54baa1ca3293111803a80f78f2f0c04cada8eff4bb6
2022/151,2022,CYP,10.5089/9798400211591.002,6614968707ef46b1d0f0d9ba217888cb43832c00d8e73a953d19c0590b0c173f
2022/171,2022,CHE,10.5089/9798400212956.002,dc35179135cdfdb5f3026f954e57e0e4efd7de3737569c8ebfae93b41baac6a6
2022/196,2022,GNB,10.5089/9798400213045.002,b2438b194cbb708874febb2d53b6226a3096cca18ab3fec68e06297572bc1327
2022/203,2022,PRT,10.5089/9798400211034.002,6d9759ec1d46d91ece90e3d67bf9d461e4538ec0f3d71354f7aa93648f91e171
2022/209,2022,VNM,10.5089/9798400213786.002,453ab664d48046fa94913e3933f24a24f484c2e1cc8d2adb94c224d46d8912b8
2022/223,2022,MUS,10.5089/9798400214622.002,b7d8238a5858d77c98a090616ac4027cdf9d674c728687e17cbd97f2afe11056
2022/229,2022,DEU,10.5089/9798400216497.002,69699a9d44738c98cbb5c6424f05b2d67723e87a834088efc59da1e1633c63fc
2022/245,2022,BEN,10.5089/9798400217777.002,9009b7b8f0277ca02a1cc1c878f8a1dc2f2725a3157651ae9bc2eea685a7ea46
2022/249,2022,SYC,10.5089/9798400216367.002,45e3c364af07aa7fec32e424f05df377b7b3d7419c038090f1e56dae377542f2
2022/255,2022,ITA,10.5089/9798400217708.002,69b7a7ed8f53e1cfc4d6b6b55b8dc548ad1e378b958e9652c83623d8528d2915
2022/257,2022,BDI,10.5089/9798400219122.002,e69d7bba8d7b051d6eb44a05a5d3191ef7cec9ce03cc8cb644dedd124087dd1c
2022/266,2022,SSD,10.5089/9798400214875.002,31fcebbf6bbe36269cc454122cc90a594a3c544ef382cbc22993318f3135c576
2022/282,2022,TON,10.5089/9798400216855.002,009ce929efca9a87747cc156c05f5324670551120f9d8cd4987e3f0787c91b73
2022/289,2022,EST,10.5089/9798400219061.002,81db987ed9760133ac8025d1e63d61a57522b567c76a8065b14c449217ef77e2
2022/307,2022,TLS,10.5089/9798400219627.002,aacb683964214362368ca4c88855c554db554636d9b95dcfb6c7441bea4b6794
2022/310,2022,ROU,10.5089/9798400220180.002,aca034aa7ada677494e4b170ef4522a1409e1df568a3369e10841c9afe4cebfa
2022/343,2022,OMN,10.5089/9798400226472.002,df3107932c566f393a612ce11c33d2d6c53da2f18605d16fb3892511f53b5aa4
2022/361,2022,CAN,10.5089/9798400226939.002,ddf0ee73b5547d1ea4a70f8917b607c81434c754a33f65f5a4c495811d24ed5b
2022/369,2022,PHL,10.5089/9798400227103.002,7367f1bdcbe8b4a145854a4e2f7fccc30b48af477de8490bc84bcd277dd73d35
2022/375,2022,SOM,10.5089/9798400227738.002,083d0caf45c9eed137949b68b4d427df386275dc82a757ddf84c537a831a8a99
2022/386,2022,IND,10.5089/9798400228360.002,b1d56d70d6547b5d3ae5702d605b64896f69597af1e9644448a437f641f6f586
2023/043,2023,GIN,10.5089/9798400231889.002,1b3da67408532f2b4ddf0939fb2a8f2a92c0b610c932b1c34cb67a0650e7daa7
2023/050,2023,AUS,10.5089/9798400230127.002,498fe057a4fc1c43326872e138f6700ba7fda75e4645c5e698b3b27171a90fdb
2023/054,2023,XKX,10.5089/9798400230714.002,ba48e968d3a778a575531e35edd5c9b00bc6bd7119d6a76678e4cef9d236f854
2023/056,2023,FRA,10.5089/9798400232336.002,84ba68caadd129e2537c93d44f622e939fd5a64840086dd4cca221abee1e0cb6
2023/075,2023,IRQ,10.5089/9798400229305.002,7227651f029a20454473aa34aec76915d4b1f02bf568b227f051d56d2b9dbe78
2023/091,2023,KGZ,10.5089/9798400234859.002,c9ec334c575e3488da12bb00294d9d24e5d655832c34d21932840a0cb9438a1b
2023/123,2023,PER,10.5089/9798400238673.002,a3d36ec5a6eed3e97907585e4ec19f6e9feaca0e9f97ee3734e376ce8c456465
2023/125,2023,TJK,10.5089/9798400236624.002,632e7bd36fe3617f99a0bdc81a11780f88d186047524f9d5813436e4ee8905b7
2023/157,2023,TTO,10.5089/9798400240836.002,940e58da5ed02b92a30701c98af99edadbbb21788e4ef451a74cf32d32c95e5e
2023/158,2023,NPL,10.5089/9798400241222.002,60d96f7accd742ab0b2e2e24ca16f199f8c988763841631c65d00359fbad74d6
2023/172,2023,GTM,10.5089/9798400242939.002,01850883ecc4b256d7bdd5059c8f36c8ee219c0699f8015a92ec8fdee6999ca4
2023/178,2023,URY,10.5089/9798400244155.002,5a7d42840a2b4ef3ed9955ffa39aca4156ea8b84a80e6621d28ba501e51132e0
2023/185,2023,MYS,10.5089/9798400243820.002,a7883f63bd01b18d8e3db6c8fdefb15a9f93c2bbe3687c906fa8068389e9c5a8
2023/192,2023,CYP,10.5089/9798400244841.002,ee78de5f48dbd88f51bb26c7aab26758bb3526eff1b464bb1a6e796023b2b2dd
2023/194,2023,ZAF,10.5089/9798400245312.002,0a6f2df5ce9b5851543e32f2a1b2a2407b28acf7520329a20504abbb9a3b8d80
2023/201,2023,LBY,10.5089/9798400243578.002,c7459294f7788eee38838957d534bb63486a5ee8b21ee981c934045199481386
2023/209,2023,MLI,10.5089/9798400245985.002,03ff71c8129d7ded2d6ea7ce59f551347f139f55ef56eb04904e076cd92e2670
2023/218,2023,PRT,10.5089/9798400246050.002,9128ffd9cdd07f7c9063ffb16e3cb47ad3517d49515a3db2cccf97f27f5f354e
2023/233,2023,HRV,10.5089/9798400246760.002,f2361d06d7831df60b263f85bdfe22ac42ba65cb71823237680189c5772876f5
2023/252,2023,GBR,10.5089/9798400248627.002,f1fb0c0a202b83f71384212609c705f4ed92e54629bd426698352c4ba5a829de
2023/256,2023,ZMB,10.5089/9798400249761.002,99ae697868eeaa951b2054d16d7f7c6681d614dd23ecbfc65af9d60a2ae24d76
2023/261,2023,GRD,10.5089/9798400249945.002,148ec74d9ba926d6c8de7ae95c95cef6fe64c84f0eba3a099613ddd02ce6dca4
2023/284,2023,ABW,10.5089/9798400246449.002,3b3baf71abcb7f2ea19ff5627eb140c6b0283820c50992a0947ec9c65e14a18a
2023/286,2023,CAN,10.5089/9798400249891.002,e2bac8af0668a68499b77ac948f214d1b4e1631dab24bfbad199f9f6e47f4e07
2023/288,2023,BRA,10.5089/9798400249020.002,bc7685d0ed8d1531424d6a831f87a4e0b897c0e6f628e352e41f7459128cf706
2023/303,2023,TUR,10.5089/9798400251139.002,884db2d6dc24e25aaf6458223fe4189c0d5282a20be59c2657ba8c37e10d3703
2023/314,2023,SGP,10.5089/9798400254994.002,6fe4ccf3a306482d16a13767a08f431ed9b88ec97d04fa7d1bd7c81c35e7a7bf
2023/316,2023,LTU,10.5089/9798400254048.002,bd870b1020476fcaf894939c39ea8f2946571adb1157c4ada79345ec068eba7b
2023/324,2023,BIH,10.5089/9798400253270.002,1f9d7b29968d6264eced4f8047375b71f5500bbabd4a7eb401fa1febcf28b175
2023/330,2023,LVA,10.5089/9798400255212.002,52f738fc0574c878d1657f17f1e83342d3320ae181589cddba26c57aaa1e0625
2023/361,2023,TON,10.5089/9798400258800.002,aa093e9a932525dd4686d21ba9bee5ce4e06d7318e5456a3ac4869f1bb43cec1
2023/376,2023,NRU,10.5089/9798400259678.002,5275b30fc2601dbdb2801580a11027d3454cbf8f66960773ac544ea25f50cc3c
2023/379,2023,GUY,10.5089/9798400260384.002,b93ab0b63cd1ee32400176f4292c3e601b883218484c22cc2ddba9d1b14b0e84
2023/395,2023,ROU,10.5089/9798400260810.002,1e9c7472d50dd52dec7c452a56708d713352493cd4ea60abca77d2992305d4ae
2023/411,2023,IRL,10.5089/9798400262920.002,ab517d8348f085f8ab9ccdd11978c6a505d6cfc768c345815d7d86f802b83256
2023/414,2023,PHL,10.5089/9798400260551.002,3b4f890fa0272764bb92881ab45e9ad1e17aa3917c87e56ba27e4b3d6248eef5
2023/416,2023,ARM,10.5089/9798400262418.002,94dbd3bbfc6708ee9d9c7b9b139d5f08ad70435e26f9408b6241c3430e1376fb
2023/428,2023,MDA,10.5089/9798400263811.002,1f466a7b24c281ebed2f98569f55b8d06fea8fb7f9483333e45b70a81bb553da
2023/436,2023,BRB,10.5089/9798400264153.002,e31f74d241c001e916f69532922a68a0117e610796ef4912a0c6ede5b579b820
2023/442,2023,CRI,10.5089/9798400261930.002,a62e0550a8f254e40ca76ad7fe93943448bdd7a745f92b1aa13d7864ac0be5bc
2024/011,2024,AUS,10.5089/9798400262364.002,f7e84dff0aaef92099e4ea6c46b0ffe7d42e7505e84e22008cc490a9628baffe
2024/023,2024,GRC,10.5089/9798400263262.002,5983eaa26096d0db41380de2ee2c57b0b571b775613df7e68fc3f5cb552067be
2024/025,2024,GNQ,10.5089/9798400265181.002,6782ed0a420a42d6766796ec7ac4e1e11d17a5ccb270d64fd61568df3c274531
2024/030,2024,GHA,10.5089/9798400266768.002,386bdbd9325ed06dcb48a86e855bd3f5fe0048cd3f03bcb9fb91df3b261fea38
2024/035,2024,THA,,1f2a841dd5af398076e750b24e9c18a37ac1bf833cc9f0bd4597d65f1a813187
2024/036,2024,KHM,,7b701550a647bd0b92c49cb64fb60300b757b23e2b192c9858e511188efe0d90
2024/039,2024,BHS,,46b3b8cbe978d93f97bf4db695b734bdc52ed8733291805ef0f60504cfa3bc46
2024/045,2024,AZE,10.5089/9798400265785.002,9c78742a33c5e55188008d99dc29617520d89a3e9c6cf5cd913dd87ebc5da42e
2024/056,2024,TLS,10.5089/9798400269660.002,60f21c99a3ee98dacae920796b02a40c27af91c2716c93144e6c187f9de424ef
2024/057,2024,AND,10.5089/9798400267680.002,150218d3dfdeab02609202f5d46c33434fa5756becb9bf26d896e98c514a2e5b
2024/069,2024,JAM,10.5089/9798400269417.002,bf4b82e1aa051c4c86173fff8aaf1fdbaa31148fae3a088487b783cf9c2b8afb
2024/070,2024,SWE,10.5089/9798400270185.002,aac059936365e13936003f229bd2d7435845d705d6acd3c034725b0fc80517a4
2024/099,2024,MAR,10.5089/9798400273551.002,3e710a3f7cbc3e5a3de48328880cbe61dc8525de993023ef85525d9e599c9a9c
2024/126,2024,KNA,10.5089/9798400274183.002,25a587f28cf1885e8c3d9865a27a57ca2f9424538c699503261205474fd31da4
2024/128,2024,IRQ,10.5089/9798400275357.002,0c0c2d66df5a63440cf2c02286c57928ed34057b2963bbb4d1ee1574b4038aa8
2024/139,2024,MUS,10.5089/9798400276392.002,e7a0a98f76f23f68e94ad5b0d04c8b4c6fae1bd2eeb454380e1aebb09f877a81
2024/144,2024,GAB,10.5089/9798400277801.002,ddfe73415c4cde0f2fa8d9836e1b7710eca8eddb73c5a12be0ab633a79f9004d
2024/148,2024,DJI,10.5089/9798400277917.002,9fc4931062d36e63dbc2d95ca99a20098c6c449e5394493a466cebb3dc39d1e9
2024/155,2024,LUX,10.5089/9798400277894.002,0d86234164d721117593f263a0ff3a5ad2058bd6bc033d5582766399ba0a54c3
2024/177,2024,EST,10.5089/9798400278303.002,f36ff7bd2a17c71cc136915619a837c889580e9fcb8223032aed2840484ba685
2024/200,2024,PRY,10.5089/9798400280030.002,8faad8adfbea09bdfb0515bdf4f6d6eb4baca0893a98b71d63b86f03d84bbb25
2024/209,2024,BRA,10.5089/9798400282898.002,1344176429b4ef6cbf6be8cc5950ee64b8947269f758d94c33d8403182193f87
2024/216,2024,FRA,10.5089/9798400281280.002,4b7b317037c81465d8e9f784314a325dadba05e15da316f42a6802d4fb52d8b3
2024/226,2024,COD,10.5089/9798400283185.002,0920b3747f081716ce65ff4ec24e6b32782d8aacdcf6e4de31d5dcefa3e59658
2024/239,2024,VCT,10.5089/9798400283734.002,f6484234621a5c41606453605af1d2b8ce594cea66349d8d6849b7c3f8260170
2024/242,2024,LTU,,50881d8ae7c35b7a04cbfb359d9f52135f3b440241c4b764eba62d17024c5b9c
2024/249,2024,BFA,10.5089/9798400284274.002,4e3802c4241ef403de81576dacd49607063da70dfbe2f5cfbb42947be77c540f
2024/258,2024,CHN,10.5089/9798400284281.002,2bdfb7a328c24a5792aab8842cbd235cab738dcd5ac1c665f23b627034442412
2024/278,2024,VUT,10.5089/9798400287589.002,444f3243bba478008b110cd9b122474c5bf695946dfb9c1a2e0574f3386b3a6e
2024/284,2024,LVA,10.5089/9798400287800.002,258ca9a6794601a216b0611c67fdb180a6bcf01188026aa3619b8b55eb2ff6bd
2024/299,2024,TGO,10.5089/9798400291203.002,13a74211bb9812e6940ad2bb1e72e0fd2ffacf1d9d8cbb29f7f7c7cd9519d186
2024/301,2024,BRN,10.5089/9798400288722.002,3de5bccc0d55030ebd6c49c58369df1784c79433535d1c67b527b67b01dc5568
2024/306,2024,VNM,10.5089/9798400290404.002,d754674b2a209dbc1d04a043e717b3a571a39bcae2c6f3e094faf38d18a7e2f1
2024/319,2024,LAO,10.5089/9798400293283.002,1417ed2dd801d894a0cada6c5eb7d9c8d126ce4bde422d2a992c2b1a749399e2
2024/328,2024,KWT,10.5089/9798400294303.002,1780e31aaba8c5081600e86ed3989aa15b39dfc25b3d2b347ecddc0c22699653
2024/338,2024,BEN,10.5089/9798400295195.002,152a0a53ff15a7aa97751834ce47f71d0b9405e4f77fa6175acc7076c8609712
2024/342,2024,TLS,,8de4a7c86f6c9c5e75c6a4a50db765cf911a7a7e2a99a20302ffc9eb0b3bcbb2
2024/351,2024,PHL,10.5089/9798400296246.002,6f08d9f1eb3329e63ba4ca7d5dadb13e2e4228aea3acae66f61a2a0f39a1f91f
2024/360,2024,AUS,10.5089/9798400297120.002,6eb66bdf6d3e3c8f1668d9222bb11bed688363965a63c1b1d9615f0d3aff9382
2024/364,2024,XKX,10.5089/9798400297250.002,a15aafd09e70a9b366729e99b940283c436171e89915238b344317cde8874c50
2025/006,2025,POL,10.5089/9798400298813.002,97c6a9605922a65630608d0bcfdc622e061e2d7e87ef5d6bdfcea2d5a6264a65
2025/013,2025,OMN,10.5089/9798400298318.002,b3c7345e86dde8db38d6ffbce5f10b76d64361db7e1d499fe4f1ecb73194501b
2025/020,2025,ALB,10.5089/9798400298936.002,d6f57ae2741aa9850639e05daa6a4e6c83025d2e900d5593c9ef114a47b4c5a2
2025/022,2025,KHM,10.5089/9798400299711.002,52c326ac5652f648bacd8e290af6cc9d2c5827081c83132e7eb1511e6eb3bed0
